ID,Ref_No,Name,Category,Latitude,Longitude,Address,Postcode,Feature_Easting,Feature_northing,Distance,Pointx_class
1601,158045230,The Ottoman Doner,Fast Food Shop,51.51389113,-0.061882066,Flat 1-2 163,E1 2LX,534584,181221,15.5,1020018
1603,159233551,Yummy Cup Corn,Fast Food Shop,51.49505696,-0.046488215,Unit D1 Surrey Quays Shopping Centre,SE16 7LL,535708,179155,63.9,1020018
1604,159233364,K F C Ltd,Fast Food Shop,51.53030948,-0.121450068,Flat 3 323,WC1X 8PX,530404,182939,21.7,1020018
1605,158053763,Milkman,Fast Food Shop,51.52674259,-0.138002655,134,NW1 2PA,529266,182513,1.1,1020018
1606,159231040,Milk Train,Fast Food Shop,51.5114072,-0.121449532,12,WC2E 7PH,530458,180837,12.3,1020018
1607,159231028,Sababa,Fast Food Shop,51.51876811,-0.13698743,49,W1T 3DZ,529359,181628,3.3,1020018
1608,158051819,Yolk,Fast Food Shop,51.51572042,-0.107824874,3a,EC4A 3BF,531391,181341,28.5,1020018
1609,158051816,Garbanzos,Fast Food Shop,51.51407038,-0.108109437,61a,EC4Y 1JU,531376,181157,10.9,1020018
1610,159228116,Santa Nata,Fast Food Shop,51.51249343,-0.121894849,17,WC2B 5HP,530424,180957,13.4,1020018
1611,159231431,Street Greek,Fast Food Shop,51.51001221,-0.123625339,49,WC2E 9HA,530311,180678,7.2,1020018
1612,159233442,Pretzel Place,Fast Food Shop,51.49539761,-0.046963475,39-41 Surrey Quays Shopping Centre,SE16 7LL,535674,179192,53.8,1020018
1613,159233438,Fireaway,Fast Food Shop,51.49816086,-0.062837603,168-170,SE16 4RT,534564,179470,11.2,1020018
1614,158051601,Dreamin' Dough,Fast Food Shop,51.49786947,-0.044899848,Hawker House,SE16 7PJ,535809.9,179470.7,63.7,1020018
1615,158051598,Born & Raised,Fast Food Shop,51.49786947,-0.044899848,Hawker House,SE16 7PJ,535809.9,179470.7,63.7,1020018
1617,158051600,Mother Clucker,Fast Food Shop,51.49786947,-0.044899848,Hawker House,SE16 7PJ,535809.9,179470.7,63.7,1020018
1618,159235531,Arancini Brothers,Fast Food Shop,51.49985125,-0.076482283,"34, Maltby Street",SE1 3PA,533612,179633,7.5,1020018
1619,159232835,Meet Fresh,Fast Food Shop,51.51221807,-0.131115274,"100-102, Shaftesbury Avenue",W1D 5EE,529785,180910,10.7,1020018
1620,158051165,Babek Brothers,Fast Food Shop,51.52313652,-0.078888786,17-19,EC2A 3EJ,533377,182218,28.7,1020018
1621,158051166,Fundi,Fast Food Shop,51.52313652,-0.078888786,17-19,EC2A 3EJ,533377,182218,28.7,1020018
1622,158051164,Up in My Grill,Fast Food Shop,51.52313652,-0.078888786,17-19,EC2A 3EJ,533377,182218,28.7,1020018
1623,159232596,Tortilla,Fast Food Shop,51.50351668,-0.104987548,1,SE1 8JZ,531623,179989,15.8,1020018
1624,159232489,Taiyakiya,Fast Food Shop,51.51186817,-0.128910204,20-20a,WC2H 7JS,529939,180875,17.3,1020018
1625,159231428,Com In,Fast Food Shop,51.50974653,-0.122757187,Unit 2 65-72,WC2N 5LR,530372,180650,10.9,1020018
1626,158044296,Peri-Peri Village,Fast Food Shop,51.52972452,-0.056293357,355,E2 9RA,534925,182992,20.8,1020018
1627,158045389,Rainbo,Fast Food Shop,51.52345539,-0.076342584,Unit 60 Boxpark Retail Mall 2-10,E1 6GY,533552.7,182258.1,19.1,1020018
1628,158045927,Biff's Jack Shack,Fast Food Shop,51.52345539,-0.076342584,"49, Boxpark Shoreditch, Bethnal Green Road",E1 6GY,533552.7,182258.1,19.1,1020018
1629,150973917,Cannon Fried. Grill & Pizza,Fast Food Shop,51.51431612,-0.062024006,185,E1 2LX,534572.9,181268,18,1020018
1630,150973914,Black Bear Burger,Fast Food Shop,51.52345539,-0.076342584,Unit 61 Boxpark Retail Mall 2-10,E1 6GY,533552.7,182258.1,19.1,1020018
1631,150973906,Grain Kitchen,Fast Food Shop,51.51625586,-0.077160484,13,E1 7DB,533517,181456,7.8,1020018
1632,158049770,Riice Asian Kitchen,Fast Food Shop,51.51234186,-0.093051518,61,EC4N 5AA,532425.8,180991.9,13.2,1020018
1633,157513719,Old Chang Kee,Fast Food Shop,51.51122285,-0.125665253,"15, New Row",WC2N 4LD,530166,180809,8,1020018
1634,158045926,Eat Chay,Fast Food Shop,51.52345539,-0.076342584,Unit 48-49 Boxpark Retail Mall 2-10,E1 6GY,533552.7,182258.1,19.1,1020018
1635,158045231,Cheeky Buns,Fast Food Shop,51.51735358,-0.062989056,103,E1 1JU,534497,181604,15.8,1020018
1636,157516835,Wellcome Kitchen,Fast Food Shop,51.52589573,-0.133943048,183-193,NW1 2BE,529550,182426,28.5,1020018
1637,146549919,Rola Wala,Fast Food Shop,51.51893318,-0.077229336,36,E1 6AT,533504.4,181753.6,8.3,1020018
1638,146548260,Japan Centre,Fast Food Shop,51.50978081,-0.131661755,35,SW1Y 4EA,529754,180638,9.2,1020018
1639,158049772,Yum Bowl,Fast Food Shop,51.52440048,-0.093525147,"152, Whitecross Street",EC1Y 8JL,532358,182332,20.3,1020018
1640,158049769,Inside Mee Co.,Fast Food Shop,51.51712634,-0.082543252,18 The Arcade,EC2M 7PN,533141,181543,10.6,1020018
1641,158045061,Hop,Fast Food Shop,51.51396938,-0.0821786,Unit 1 122,EC3V 4AB,533175.5,181192.6,34.7,1020018
1642,158045049,Banh Mi City,Fast Food Shop,51.51505354,-0.078421787,38,EC3A 7DB,533433,181320,8.3,1020018
1643,150972448,King of Falafel,Fast Food Shop,51.52150717,-0.110338228,93,EC1N 7TS,531200,181980,18.1,1020018
1644,146549731,Bibimbap,Fast Food Shop,51.51198287,-0.089172461,"13, St. Swithin's Lane",EC4N 8AL,532696,180959,7.7,1020018
1645,146549653,Spice Pfc & Grill,Fast Food Shop,51.51158,-0.05644608,85,E1 2QE,534968,180974,16.6,1020018
1646,146549941,K10,Fast Food Shop,51.51298411,-0.092675925,Aldermary House 15,EC4N 1TX,532450,181064,16.3,1020018
1647,146549926,Wokit,Fast Food Shop,51.51332849,-0.084561907,56-57,EC3V 3PD,533012,181117,8.9,1020018
1648,146549876,Osteria Della Pasta,Fast Food Shop,51.52345539,-0.076342584,Unit 53 Boxpark Retail Mall 2-10,E1 6GY,533552.7,182258.1,19.1,1020018
1649,146549875,Nosteagia,Fast Food Shop,51.52345539,-0.076342584,Unit 58 Boxpark Retail Mall 2-10,E1 6GY,533552.7,182258.1,19.1,1020018
1650,158045064,Real Taste,Fast Food Shop,51.52136639,-0.047550668,"212, Mile End Road",E1 4LJ,535556.2,182078.7,23.4,1020018
1651,158045060,Filth,Fast Food Shop,51.52382617,-0.07652445,"13, Bethnal Green Road",E1 6LA,533539,182299,22.1,1020018
1652,158045052,Sushi Express,Fast Food Shop,51.51656214,-0.075000018,36,E1 7TP,533666,181494,11.8,1020018
1653,157516399,Polu Poke,Fast Food Shop,51.51899954,-0.136271707,1,W1T 1SA,529408,181655,14.2,1020018
1654,146549735,Grabthai,Fast Food Shop,51.51375962,-0.095021558,"Su 13, One New Change, New Change",EC4M 9AH,532285,181146,27.2,1020018
1655,146549688,Vegan Yes,Fast Food Shop,51.51875468,-0.071396342,64,E1 6RF,533909.6,181744.4,3.5,1020018
1656,146549682,Boca,Fast Food Shop,51.51608348,-0.076519157,83,E1 7DA,533562,181438,18.5,1020018
1657,146549681,Salad Box,Fast Food Shop,51.51801575,-0.070974968,22,E1 6RF,533941,181663,10.8,1020018
1658,146549655,Original Fried Chicken,Fast Food Shop,51.52142257,-0.047522319,"214, Mile End Road",E1 4LJ,535558,182085,18.2,1020018
1659,146549639,Al-Safa Grill,Fast Food Shop,51.51927881,-0.063038537,24,E1 5HR,534487.9,181818,9.4,1020018
1660,146547976,Skewered,Fast Food Shop,51.51083364,-0.080472842,25,EC3R 7AF,533303,180847,17.6,1020018
1661,158049367,Ballroom,Fast Food Shop,51.51072181,-0.083532749,39a,EC3M 1DT,533091,180829,11.4,1020018
1662,158049352,Tossed,Fast Food Shop,51.5164115,-0.096626076,St. Martins House 1,EC2V 7BX,532166,181438,13.2,1020018
1663,158044906,The Bagel,Fast Food Shop,51.51648173,-0.075579935,24a,E1 7TF,533626,181484,8.6,1020018
1664,146549556,Foo Mum,Fast Food Shop,51.51398858,-0.108055177,62a,EC4Y 1JU,531380,181148,5.1,1020018
1665,146549887,What the Pitta!,Fast Food Shop,51.52345539,-0.076342584,Unit 52 Boxpark Retail Mall 2-10,E1 6GY,533552.7,182258.1,19.1,1020018
1666,146549467,Spice Hut,Fast Food Shop,51.5144617,-0.05425089,337,E1 2PS,535111.8,181298.5,26.9,1020018
1667,146549551,Saporita,Fast Food Shop,51.51403395,-0.104738457,7,EC4M 7LF,531610,181159,18.9,1020018
1668,146549470,Wrap & Eat,Fast Food Shop,51.51960594,-0.058784001,305a,E1 1BY,534782.1,181862.2,28.9,1020018
1669,146549469,Grill House,Fast Food Shop,51.51695406,-0.046383069,"269, Stepney Way",E1 3DH,535650.3,181590.2,13,1020018
1670,146549458,Spice Grill,Fast Food Shop,51.51340529,-0.04895905,"410, Commercial Road",E1 0LB,535482.1,181190.8,12.6,1020018
1671,146552153,Veggie Pret,Fast Food Shop,51.52562828,-0.109936956,19-21a,EC1R 4QD,531216,182439,13.2,1020018
1672,157516416,Wing Stop,Fast Food Shop,51.51303342,-0.129237169,138,WC2H,529913,181004,6.9,1020018
1673,154151936,Tender Lovin' Chicken,Fast Food Shop,51.52360009,-0.054636912,86,E1 5QJ,535058,182314,18.3,1020018
1674,158044320,Sugo,Fast Food Shop,51.50287168,-0.08410707,"Vinegar Yard, 80-82, St. Thomas Street",SE1 3QU,533074,179955,6,1020018
1675,158044318,Nanny Bill's,Fast Food Shop,51.50287168,-0.08410707,"Vinegar Yard, 80-82, St. Thomas Street",SE1 3QU,533074,179955,6,1020018
1676,158044317,Baba G's,Fast Food Shop,51.50287168,-0.08410707,"Vinegar Yard, 80-82, St. Thomas Street",SE1 3QU,533074,179955,6,1020018
1677,146549931,Masters,Fast Food Shop,51.512657,-0.093021063,72,EC4N 4SJ,532427,181027,9.9,1020018
1678,146549934,Bibimbap,Fast Food Shop,51.51160546,-0.087203774,75,EC4N 7BE,532833.7,180920.6,11.7,1020018
1679,146549924,Island Poke,Fast Food Shop,51.5188914,-0.083192698,42 Broadgate Circle,EC2M 2QS,533090.8,181738.1,51.3,1020018
1680,157518584,Edo & Bibo,Fast Food Shop,51.51751088,-0.119065215,10,WC1V 7DX,530606,181520,17.3,1020018
1681,158047306,La Spiga,Fast Food Shop,51.52332459,-0.082138736,"39, Scrutton Street",EC2A 4HU,533151,182233,6.7,1020018
1682,158047302,Tikkarito,Fast Food Shop,51.52131613,-0.110201989,83,EC1N 7TS,531210,181959,14.3,1020018
1683,158047299,Bone & Broth,Fast Food Shop,51.52633614,-0.088139107,"Kiosk, Imperial Hall, 104-122, City Road",EC1V 2NR,532726,182557,18.7,1020018
1684,146549877,Poptata,Fast Food Shop,51.52345539,-0.076342584,Unit 55 Boxpark Retail Mall 2-10,E1 6GY,533552.7,182258.1,19.1,1020018
1685,158048993,Dumpling Shack,Fast Food Shop,51.51970348,-0.07567187,"Kitchens 8, Old Spitalfields Market, Crispin Place",E1 6EW,533610.2,181842.1,57.6,1020018
1686,158048989,Jiaba,Fast Food Shop,51.51970348,-0.07567187,"Kitchens 5, Old Spitalfields Market, Crispin Place",E1 6EW,533610.2,181842.1,57.6,1020018
1687,158047725,Pazzo,Fast Food Shop,51.52386619,-0.096617959,38,EC1V 9AE,532145,182267,8.7,1020018
1688,158047704,Zero One,Fast Food Shop,51.52592985,-0.099660198,168,EC1V 7DT,531928,182491,9.7,1020018
1689,158044184,Up in My Grill,Fast Food Shop,51.50287168,-0.08410707,"Vinegar Yard, 80-82, St. Thomas Street",SE1 3QU,533074,179955,6,1020018
1690,158044137,Royal Grill,Fast Food Shop,51.52646952,-0.066105364,265,E2 6AH,534254,182612,19.9,1020018
1691,154152790,New Bombay Grill,Fast Food Shop,51.51893767,-0.061984936,219,E1 1DE,534562,181782,14.8,1020018
1692,154152798,Deja Bru,Fast Food Shop,51.5139788,-0.074849507,"Kiosk, 62, Aldgate High Street",EC3N 1BD,533684,181207,5.4,1020018
1693,158048992,Lahpet,Fast Food Shop,51.5198872,-0.07568863,"Kitchens 7, Old Spitalfields Market, Crispin Place",E1 6EW,533608.5,181862.5,37.4,1020018
1694,158048990,Thousand Knives,Fast Food Shop,51.51979767,-0.07565781,"Kitchens 6, Old Spitalfields Market, Crispin Place",E1 6EW,533610.9,181852.6,47,1020018
1695,158048988,Yum Bun,Fast Food Shop,51.51942606,-0.075754193,"Kitchens 4, Old Spitalfields Market, Crispin Place",E1 6EW,533605.3,181811.1,40,1020018
1696,158048984,Monty's Deli,Fast Food Shop,51.51936398,-0.075862033,"Kitchens 2, Old Spitalfields Market, Crispin Place",E1 6EW,533598,181804,33.5,1020018
1697,158048982,Pleasant Lady,Fast Food Shop,51.51994091,-0.075125651,"Kitchens 10, Old Spitalfields Market, Crispin Place",E1 6EW,533647.4,181869.5,29.1,1020018
1698,146548846,Polo Bar,Fast Food Shop,51.5175914,-0.08018873,"176, Bishopsgate",EC2M 4NQ,533303,181599,13,1020018
1699,157515978,Dezato,Fast Food Shop,51.51952883,-0.136192443,53,W1T 4PA,529412,181714,20.6,1020018
1700,157508271,German Doner Kebab,Fast Food Shop,51.52224699,-0.045728418,207,E1 4AA,535680,182180,19.7,1020018
1701,146548708,Cfc Kebab House,Fast Food Shop,51.52827915,-0.076077271,55,E2 7NX,533557,182795,15.8,1020018
1702,158046869,Bar 20 at Birley's,Fast Food Shop,51.51139799,-0.083528871,20,EC3M 3BY,533089.3,180904.2,23.9,1020018
1703,146548509,Helu,Fast Food Shop,51.5309722,-0.076886468,134c,E2 8DY,533493,183093,15.4,1020018
1704,154154524,EAT.,Fast Food Shop,51.51814458,-0.083221171,Retail Unit 4 West Mall Liverpool Street Station,EC2M 7QA,533091,181655,40.1,1020018
1705,154150240,Jasmine Garden,Fast Food Shop,51.52789152,-0.077665041,"Red Planet Pizza, 26, Kingsland Road",E2 8DA,533448,182749,28,1020018
1706,154153228,Snog,Fast Food Shop,51.52345539,-0.076342584,Unit 27 Boxpark Retail Mall 2-10,E1 6GY,533552.7,182258.1,19.1,1020018
1707,154151270,Baskin Robbins,Fast Food Shop,51.51799123,-0.064028614,Unit 4 112-116,E1 1JE,534423,181673,11.6,1020018
1708,154156608,Buy & Bite,Fast Food Shop,51.5241292,-0.084051032,54,EC2A 4LN,533016,182319,7.7,1020018
1709,154151112,Cruffins,Fast Food Shop,51.51521764,-0.058408482,18,E1 2DW,534821.1,181374.9,7.4,1020018
1710,154151111,Food Dojo,Fast Food Shop,51.51519136,-0.058396628,16,E1 2DW,534822,181372,10.2,1020018
1711,154156582,Island Poke,Fast Food Shop,51.51309654,-0.093507129,"40, Bow Lane",EC4M 9DT,532392,181075,5.7,1020018
1712,150973634,Marees,Fast Food Shop,51.51581386,-0.071053586,91,E1 7RA,533942,181418,12.5,1020018
1713,154150567,Indian Masala,Fast Food Shop,51.52649169,-0.06625003,261,E2 6AH,534243.9,182614.2,21,1020018
1714,154158248,Katsuma,Fast Food Shop,51.52299743,-0.101829239,"30c, Great Sutton Street",EC1V 0DU,531786,182161,9.3,1020018
1715,150972433,Hop,Fast Food Shop,51.51703549,-0.087995308,49,EC2M 5TB,532763,181523,15.7,1020018
1716,154158233,Falafel & Grill House,Fast Food Shop,51.51958044,-0.109077471,20-22,EC1N 7SU,531293,181768,9.4,1020018
1717,154158232,Great,Fast Food Shop,51.52484923,-0.110142205,"98, Farringdon Road",EC1R 3EA,531204,182352,11.5,1020018
1718,154158228,Bento Bab,Fast Food Shop,51.52428993,-0.107801207,"13, Bowling Green Lane",EC1R 0BD,531368,182294,11.9,1020018
1719,154152369,Treatz,Fast Food Shop,51.511254,-0.056743863,110,E1 2QE,534948.3,180937.2,14.1,1020018
1720,154152366,Grillzbase,Fast Food Shop,51.52032358,-0.051735098,106,E1 4UN,535269,181955,18,1020018
1721,154152354,The Veggie Curry Box,Fast Food Shop,51.52606975,-0.084488554,"Hari Off Licence, 101, Great Eastern Street",EC2A 3JD,532980,182534,15.7,1020018
1722,146540970,Ben & Jerry's,Fast Food Shop,51.51151881,-0.129558625,3,WC2H 7AL,529895,180835,18,1020018
1723,154156587,Bun Co,Fast Food Shop,51.50992522,-0.085799897,22,EC3R 8AJ,532936,180736.3,25.1,1020018
1724,154156605,Good to Go,Fast Food Shop,51.52618424,-0.088750951,"C, The Bower, 211, Old Street",EC1V 9NR,532684,182539,39.1,1020018
1725,154156584,Pali Kitchen,Fast Food Shop,51.51271434,-0.093782502,13,EC4M 9AL,532374,181032,7.7,1020018
1726,152920786,itsu,Fast Food Shop,51.5046775,-0.086757591,Unit 4 Shard Arcade,SE1 9SG,532884.8,180151,11.7,1020018
1727,154157822,Grabthai,Fast Food Shop,51.51436547,-0.10744865,Flat A-f 148,EC4A 2BU,531421,181191,16.9,1020018
1728,154157821,Bagelmania,Fast Food Shop,51.51389458,-0.110033557,33,EC4Y 1BT,531243,181134,7,1020018
1729,154157820,Wokit,Fast Food Shop,51.51410772,-0.108194364,60,EC4Y 1JU,531370,181161,10.1,1020018
1730,154151928,Chaplins Deli,Fast Food Shop,51.51475838,-0.079068364,10,EC3A 7LH,533389,181286,11.2,1020018
1731,154154956,Farmer J,Fast Food Shop,51.51053004,-0.087044179,27,EC4R 9AT,532847.9,180801.3,14.9,1020018
1732,154153216,Maui,Fast Food Shop,51.51763506,-0.074623267,2,E1 7NE,533689,181614,17.2,1020018
1733,154150399,On the Grill,Fast Food Shop,51.52852084,-0.049871379,89,E2 0QN,535374,182870,18.5,1020018
1734,154156169,Indochine,Fast Food Shop,51.51244727,-0.092842468,43,EC4N 4SF,532440,181004,7.8,1020018
1735,152790597,The Pie Room,Fast Food Shop,51.51732856,-0.117789937,252,WC1V 7EN,530695,181502,22.7,1020018
1736,152788912,Chin Chin Club,Fast Food Shop,51.51429834,-0.131303966,54,W1D 3DS,529766,181141,14.8,1020018
1737,152788928,Yolkin,Fast Food Shop,51.51100892,-0.132548248,24,W1D 6DQ,529689,180773,9,1020018
1738,157515985,Sizzling Bombay,Fast Food Shop,51.52676886,-0.137958335,132,NW1 2PA,529269,182516,4.3,1020018
1739,157515984,Pitta Bun,Fast Food Shop,51.51354092,-0.138526621,4,W1F 7RF,529267,181044,8.1,1020018
1740,152791756,Pot & Piadina,Fast Food Shop,51.51160116,-0.112246978,Lower Ground Floor 2,WC2R 2PH,531096,180875,17.9,1020018
1741,152791666,L'Amis Grill,Fast Food Shop,51.51527337,-0.129851618,130,WC2H 0LA,529864,181252,13.5,1020018
1742,152791661,Wok to Walk,Fast Food Shop,51.51169793,-0.127821901,22,WC2H 7AA,530015,180858,14.6,1020018
1743,152791658,Echo Pizza,Fast Food Shop,51.51606643,-0.123765695,"186, Drury Lane",WC2B,530284,181351,22,1020018
1744,152789491,Mother Clucker,Fast Food Shop,51.52585138,-0.110389032,59-61,EC1R 4SD,531184,182463,14.2,1020018
1745,152790806,Levant Kitchen,Fast Food Shop,51.52102468,-0.11276543,"90-92, Gray's Inn Road",WC1X 8AA,531033,181922,13.5,1020018
1746,152790804,Gray's Kitchen,Fast Food Shop,51.52303689,-0.114311152,190,WC1X 8EW,530920,182143,11,1020018
1747,152787838,Londoner Kebabs,Fast Food Shop,51.50588204,-0.087280645,23,SE1 2SW,532845,180284,8.3,1020018
1748,152787837,Taj's Gourmet,Fast Food Shop,51.49684015,-0.08095996,114,SE1 3NG,533310,179290,12.7,1020018
1749,152790752,Grom,Fast Food Shop,51.50963227,-0.135890227,18,W1J 0DF,529461,180614,8.5,1020018
1750,152791656,Fresh Organic,Fast Food Shop,51.51561779,-0.123265269,174,WC2B 5QF,530320,181302,10.5,1020018
1751,150972147,Simple Health Kitchen,Fast Food Shop,51.51145481,-0.087119291,75,EC4N 7BE,532840,180904,8.8,1020018
1752,152790803,Wasabi,Fast Food Shop,51.52298865,-0.124764131,3,WC1N 1LJ,530195,182119,6.7,1020018
1753,157520109,Tunnel Meals,Fast Food Shop,51.50808677,-0.124122349,"12-13, The Arches, Villiers Street",WC2N 6NG,530282,180463,14.8,1020018
1754,157519096,Mamasons,Fast Food Shop,51.5119972,-0.129106681,32-35,WC2H 7JS,529925,180889,29.9,1020018
1755,157518994,Zaha Street Grill,Fast Food Shop,51.52010313,-0.118093556,"37, Theobald's Road",WC1X 8SP,530666,181810,17.9,1020018
1756,157518989,Green Aroma,Fast Food Shop,51.52040907,-0.116985454,"13, Theobald's Road",WC1X 8SL,530742,181846,16.1,1020018
1757,157513756,Tamaris Indian,Fast Food Shop,51.49957264,-0.095224181,6,SE1 1DB,532312,179568,11.9,1020018
1758,157513750,Exotic,Fast Food Shop,51.49912923,-0.108944344,68,SE1 7QZ,531361,179494,7.7,1020018
1760,157513722,K F C Ltd,Fast Food Shop,51.51998227,-0.12177416,74,WC1B 4AR,530411,181790,25.4,1020018
1761,152783743,Zabardast,Fast Food Shop,51.50302041,-0.11559865,45-47,SE1 7NJ,530888,179914.8,9,1020018
1762,152789888,The Whole Shabang,Fast Food Shop,51.49740184,-0.134156179,"4, Strutton Ground",SW1P 2HP,529616,179257,19.8,1020018
1763,152789162,Tavuuk,Fast Food Shop,51.51395983,-0.131505179,5,W1D 4AG,529753,181103,11.7,1020018
1764,152789158,Yaya,Fast Food Shop,51.51959065,-0.135555701,42,W1T 2QR,529456,181722,15.4,1020018
1765,150971320,Vital Ingredient,Fast Food Shop,51.51535736,-0.083635087,Pavilion Unit 3 Tower 42 25,EC2N 1HQ,533070.4,181344.3,2.6,1020018
1766,157516821,Leon,Fast Food Shop,51.51157531,-0.132539497,"62, Shaftesbury Avenue",W1D 6LT,529688,180836,13.1,1020018
1767,154158225,Beboz,Fast Food Shop,51.52150717,-0.110338228,97,EC1N 7TS,531200,181980,18.1,1020018
1768,157517498,Wasabi,Fast Food Shop,51.51686891,-0.128402597,106,WC1A 1HB,529960,181432,11.9,1020018
1769,157516414,Eat Activ,Fast Food Shop,51.51513235,-0.135680103,26,W1F 8GY,529460,181226,8.8,1020018
1770,157516409,Pastation,Fast Food Shop,51.52063894,-0.134748926,76,W1T 2HG,529509,181840,10.7,1020018
1771,152789174,Ben & Jerry's,Fast Food Shop,51.51299419,-0.133547957,74,W1F 0TE,529614,180992,8.8,1020018
1772,152789172,Maoz,Fast Food Shop,51.51270327,-0.132219543,43,W1D 6HG,529707,180962,10,1020018
1773,152789163,Cha Cha Roll,Fast Food Shop,51.51295773,-0.131257946,39,W1D 5LL,529773,180992,12.6,1020018
1774,152786183,Siam Eatery,Fast Food Shop,51.51575573,-0.112248166,Former 2-4,WC2A 1EG,531084,181337,30.1,1020018
1775,152786152,Ro Ro,Fast Food Shop,51.5119972,-0.129106681,Shop At 34,WC2H 7JS,529925,180889,29.9,1020018
1776,150969993,Donburi,Fast Food Shop,51.51326397,-0.101389334,9,EC4M 7AS,531844.6,181079.4,5.5,1020018
1777,150973627,Dolci D'Amore,Fast Food Shop,51.520194,-0.071099139,54,E1 5JL,533926,181905,9.9,1020018
1778,150973617,Mu Mu,Fast Food Shop,51.5136691,-0.073623108,"18d, Mansell Street",E1 8AA,533770,181174.8,17.6,1020018
1779,149631759,Prime Gelato,Fast Food Shop,51.51638209,-0.126073225,216,WC2H 8EB,530123,181382,14.3,1020018
1780,149631426,Boki,Fast Food Shop,51.51355633,-0.127630409,20,WC2H 9LG,530023,181065,11.2,1020018
1781,149639305,Hop,Fast Food Shop,51.51199533,-0.082773125,16,EC3M 7JJ,533140,180972,6,1020018
1782,150974364,K10,Fast Food Shop,51.51738819,-0.109197095,78,EC4A 1EQ,531291,181524,11.1,1020018
1783,150974358,Petit Pret,Fast Food Shop,51.52029298,-0.104752488,36-38,EC1M 6BY,531591,181855,16.8,1020018
1784,150974357,Nusa Kitchen,Fast Food Shop,51.52344315,-0.097702334,10,EC1V 9AB,532071,182218,6,1020018
1785,150974354,Forty Four the Green,Fast Food Shop,51.52324987,-0.105206329,"44, Clerkenwell Green",EC1R 0EG,531551,182183,16.6,1020018
1786,149636216,Hozi Go,Fast Food Shop,51.53155744,-0.120764308,"20, Caledonian Road",N1 9DU,530448,183079,8.9,1020018
1787,149636214,Middleat,Fast Food Shop,51.53145653,-0.121200999,13,N1 9DX,530418,183067,19.6,1020018
1788,150972442,Vita Mojo,Fast Food Shop,51.51498372,-0.091770874,Retail Unit 46,EC2V 7AY,532507,181288,8.4,1020018
1789,150972431,Butcher & Bab,Fast Food Shop,51.5172195,-0.082741127,11 The Arcade,EC2M 7PN,533127,181553,17,1020018
1790,149631029,Amorino,Fast Food Shop,51.51355041,-0.123321416,Basement and Ground Floor 55,WC2E 9JL,530322,181072,14.9,1020018
1791,149631026,Lebaneats,Fast Food Shop,51.51524641,-0.129852722,128,WC2H 0LA,529864,181249,16,1020018
1792,149629349,Chez Nous,Fast Food Shop,51.5169005,-0.13207667,"22, Hanway Street",W1T 1UQ,529705,181429,6,1020018
1793,149629343,Tombo,Fast Food Shop,51.5185004,-0.134288578,4,W1T 2HZ,529547,181603,13,1020018
1794,149629339,Pompi,Fast Food Shop,51.5121703,-0.132068402,65,W1D 6LH,529719,180903,21.9,1020018
1795,150974186,Pause,Fast Food Shop,51.51825985,-0.074666104,"13, Whites Row",E1 7NF,533684.2,181683.4,9.3,1020018
1796,150974092,The Salad Kitchen,Fast Food Shop,51.52098264,-0.10959597,66,EC1N 7TR,531253,181923,11.6,1020018
1797,150972227,Banh Mi,Fast Food Shop,51.51562335,-0.071936499,2,E1 6LP,533881.3,181395.2,10.7,1020018
1798,149637585,Flamed Kebab Wraps,Fast Food Shop,51.49370712,-0.048591584,126g,SE16 2UF,535566,179001,13.3,1020018
1799,150972146,Wrapchic,Fast Food Shop,51.50976405,-0.079955769,8,EC3R 5AS,533342,180729,40.4,1020018
1800,149628219,Oxford Street Kitchen,Fast Food Shop,51.51670608,-0.131162183,12,W1D 1AP,529769,181409,28.9,1020018
1801,149628212,Italian Street Kitchen,Fast Food Shop,51.5162395,-0.130662413,3,W1D 2DH,529805,181358,16.9,1020018
1802,149628965,Gaza Cafe,Fast Food Shop,51.51388037,-0.131032827,"47, Greek Street",W1D 4EE,529786,181095,17.7,1020018
1803,142056879,Spagbowl,Fast Food Shop,51.51934668,-0.089657028,Citypoint 1,EC2Y 9HR,532641,181777,39.9,1020018
1804,131487774,Leon,Fast Food Shop,51.51877316,-0.088124328,Moorgate Hall 155,EC2M 6XB,532749,181716,9.4,1020018
1805,131485769,Pepe,Fast Food Shop,51.51305035,-0.131427099,27,W1D 5JP,529761,181002,5.8,1020018
1806,131485773,Yorica!,Fast Food Shop,51.51434026,-0.134501803,130,W1F 8ZN,529544,181140,8.6,1020018
1807,131490795,Veggie Pret,Fast Food Shop,51.51331446,-0.136157862,35,W1F 0DH,529432,181023,14.9,1020018
1808,131483733,Stephen St. Kitchen,Fast Food Shop,51.5178325,-0.133004244,21,W1T 1LN,529638,181531,15.2,1020018
1809,131483741,Pide,Fast Food Shop,51.51917103,-0.135745805,45,W1T 1RS,529444,181675,15.3,1020018
1810,145837009,Chatime,Fast Food Shop,51.51109406,-0.133942669,Unit 3 Ground Floor Avenue House 25-27,W1D 7EG,529592,180780,11.4,1020018
1811,145840459,Nusa Kitchen,Fast Food Shop,51.51204269,-0.097831415,Old Change House 128,EC4V 4BJ,532095,180950,15.3,1020018
1812,145837280,Bubblewrap,Fast Food Shop,51.51125898,-0.131875096,24,W1D 6QJ,529735,180802,9.7,1020018
